['아시아나 인수 불씨 되살리나…이동걸·정몽규 전격 회동']
['“1조 깎아준다” 이동걸 파격제안에 장고 들어간 현산']
"['""모든 가능성"" 승부수 던진 산은…정몽규 최종 선택은?']"
"['아시아나 놓고 최종 담판…""모든 가능성 열고 논의""']"
"['정몽규 만난 이동걸의 돌직구 ""아시아나 원하는 조건 말하라""']"
"[""인수대금 1조원 할인...아시아나 M&A '돌파구'""]"
"['이동걸 ""모든 가능성 논의""...이제 정몽규 결정 남아(종합)']"
"[""'1조 깎아준다' 이동걸 파격 제안‥불씨 살아난 아시아나 인수전(종합)""]"
"['이동걸-정몽규, 아시아나 최후 담판…산은 인수부담 경감 제안(종합)']"
"[""아시아나항공 M&A '최후의 담판'...이동걸-정몽규 오늘 회동""]"
"['이동걸-정몽규, 아시아나 M&A 최종 담판…오늘 3번째 회동']"
"['이동걸-정몽규 오늘 회동...산업은행 ""인수조건 모든 가능성 열고 논의""']"
"['아시아나항공, HDC현산-산은 회동으로 불확실성 완화-이베스트']"
"['이동걸, 정몽규에 “1조 깎아주겠다” 파격 제안']"
"[""아시아나 '운명의 날'…이동걸-정몽규 오늘 최종 담판""]"
"['이동걸, 정몽규에 ""1조5000억 추가 지원하겠다"" 깜짝 제안 [아시아나항공 앞날은]']"
"['정몽규 HDC 회장, 아시아나 인수금 2.5조→1.5조 할인 성공?']"
['이동걸 아시아나 공동투자 제안…공은 다시 정몽규(종합)']
"['“아시아나 인수가격 재협상하자” 이동걸, 정몽규 만나 공 넘겼다']"
"['채권단 ""아시아나 인수 때 7000억원 지원""… 현산에 제안']"
"['이동걸 ""아시아나항공 1조 원 깎아주겠다""…정몽규에 빅딜 제시']"
['정몽규-이동걸의 최종담판…노딜 무게추 옮겨질까']
"['""아시아나 인수부담 덜어주겠다""… 이동걸, 정몽규 만나 \'최종 제안\'']"
['“유상증자 축소 등 가능성 열고 논의…긍정적 검토”']
"['""아시아나 인수땐 1.5조 추가 지원""']"
"[""이동걸 '아시아나항공 파격할인', 재실사 막기 위함인가?""]"
['이동걸·정몽규 세번째 만나 아시아나 인수 담판… 채권단 ‘당근’ 제시했나']
"[""'원칙주의' 이동걸, 정몽규 회장에 '1조 인하' 카드 꺼냈다""]"
"[""'아시아나항공 운명의 날'…이동걸-정몽규 오늘 마지막 담판""]"
"[""이동걸-정몽규 '아시아나 인수' 향배 놓고 최후 담판""]"
"['""아시아나 1조 깎아주겠다""…\'마지막 카드\' 꺼낸 이동걸']"
"['산은 “이동걸-정몽규, 인수조건 모든 가능성 열고 논의”']"
"['이동걸-정몽규, 오늘 아시아나 항공 인수 문제 논의']"
['이동걸 최종 담판…“아시아나항공 딜 관련 모든 가능성 열고 논의”']
"[""부채 증가·계열사 부당지원 의혹… '아시아나항공' M&A 재실사 하나?""]"
['이동걸-정몽규 최종 담판...공은 다시 정몽규로']
"['\'파격\' 띄운 이동걸 ""아시아나 인수 부담 확 줄여주겠다""(상보)']"
"['이동걸, 정몽규에 ‘깜짝 카드’ 꺼냈다']"
"['이동걸의 승부수 ""아시아나 1조 깎아주겠다""…인수 급물살 타나']"
"['이동걸-정몽규 회담 ""모든 가능성 논의…현산 답변 기다릴 것""(종합)']"
"['산은, HDC현산에 ""아시아나항공 인수조건, 논의 가능""']"
['이동걸-정몽규 또 만났다…아시아나 매각 결판']
"['""아시아나 깎아준다"" 이동걸-정몽규 담판에 불씨 살아나']"
"['정몽규 만난 이동걸의 \'마지막 카드\'…""인수부담 덜어주겠다""']"
"['산업은행 ""이동걸·정몽규, 아시아나 담판서 모든 가능성 논의""']"
"['이동걸-정몽규, 오늘 &apos아시아나항공 매각&apos 최종 담판']"
['이동걸-정몽규 담판…산은 “모든 가능성 열고 논의”']
